,Area,Occupational Title,Mean Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage,Rounded Employment
786,La Paz ,Bartenders,10.77,10.50,10.50,10.51,10.51,10.51, 50 
787,La Paz ,"Combined Food Preparation and Serving Workers, Including Fast Food",10.71,10.50,10.50,10.51,10.51,10.99, 310 
788,La Paz ,Waiters and Waitresses,10.53,10.50,10.50,10.51,10.51,10.51, 100 
789,La Paz ,Building and Grounds Cleaning and Maintenance Occupations,13.11,10.51,10.73,11.72,14.90,17.95, 180 
790,La Paz ,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",13.19,10.51,10.82,11.56,15.73,18.36, 80 
791,La Paz ,Landscaping and Groundskeeping Workers,14.10,11.02,11.81,13.88,16.07,18.29, * 
792,La Paz ,Personal Care and Service Occupations,13.20,10.50,10.51,11.56,13.95,18.39, 150 
793,La Paz ,Sales and Related Occupations,14.12,10.51,10.74,11.49,13.27,17.80, 760 
794,La Paz ,First-Line Supervisors of Retail Sales Workers,13.91,10.86,11.37,12.13,14.16,18.69, 230 
795,La Paz ,Cashiers,12.01,10.50,10.51,11.26,12.95,14.84, 250 
796,La Paz ,Retail Salespersons,11.26,10.51,10.63,11.06,11.49,11.75, 190 
797,La Paz ,"Sales and Related Workers, All Other",34.14,10.50,10.51,11.64,35.55,*, * 
798,La Paz ,Office and Administrative Support Occupations,16.12,10.73,11.66,14.39,18.62,24.28, 930 
799,La Paz ,First-Line Supervisors of Office and Administrative Support Worke,20.23,13.88,15.92,18.13,22.71,31.99, 100 
800,La Paz ,Customer Service Representatives,14.46,10.84,11.48,13.68,17.15,19.05, 80 
801,La Paz ,Stock Clerks and Order Fillers,11.93,10.68,10.93,11.34,11.88,14.37, * 
802,La Paz ,Executive Secretaries and Executive Administrative Assistants,15.58,10.51,11.15,16.05,19.26,22.43, 40 
803,La Paz ,"Secretaries and Administrative Assistants, Except Legal, Medical,",14.48,10.51,11.54,13.78,16.24,19.96, 160 
804,La Paz ,"Office Clerks, General",14.01,10.62,11.14,12.31,15.25,20.87, 120 
805,La Paz ,"Farming, Fishing, and Forestry Occupations",13.82,10.81,11.26,12.01,14.94,19.81, * 
806,La Paz ,Construction and Extraction Occupations,24.86,13.57,16.76,23.61,33.43,37.32, 240 
807,La Paz ,Construction Laborers,18.21,12.70,13.90,16.18,20.87,24.63, * 
808,La Paz ,Electricians,32.87,22.57,31.38,34.34,37.07,38.83, 40 
809,La Paz ,"Installation, Maintenance, and Repair Occupations",22.50,10.98,12.56,18.05,30.79,40.19, 630 
810,La Paz ,"First-Line Supervisors of Mechanics, Installers, and Repairers",27.76,20.02,22.04,26.03,32.20,41.07, 50 
811,La Paz ,Automotive Service Technicians and Mechanics,20.61,10.50,11.13,20.55,27.92,30.69, 90 
812,La Paz ,"Maintenance and Repair Workers, General",15.66,10.91,11.64,14.29,18.19,23.44, 210 
813,La Paz ,Production Occupations,20.18,11.77,14.13,17.78,25.97,32.34, 210 
814,La Paz ,Transportation and Material Moving Occupations,16.45,10.51,11.56,15.69,19.84,23.14, 180 
815,La Paz ,Light Truck or Delivery Services Drivers,17.92,11.16,15.07,18.81,21.75,23.49, 60 
816,Maricopa ,Total all occupations,24.37,10.88,12.51,18.27,29.01,45.21," 1,990,800 "
817,Maricopa ,Management Occupations,52.50,21.67,30.86,45.07,64.55,92.02," 125,050 "
818,Maricopa ,Chief Executives,98.24,43.98,60.27,91.65,*,*," 5,070 "
819,Maricopa ,General and Operations Managers,51.84,19.81,28.85,43.78,63.82,93.53," 37,690 "
820,Maricopa ,Legislators,*,*,*,*,*,*, 340 
821,Maricopa ,Advertising and Promotions Managers,40.96,18.73,24.76,30.61,47.60,63.08, 530 
822,Maricopa ,Marketing Managers,57.45,26.21,35.96,50.81,72.89,95.76," 5,090 "
823,Maricopa ,Sales Managers,55.64,24.73,34.49,50.68,70.41,90.39," 8,880 "
824,Maricopa ,Public Relations and Fundraising Managers,51.26,23.29,31.65,44.20,60.80,84.79," 1,000 "
825,Maricopa ,Administrative Services Managers,44.09,24.95,31.66,39.69,52.26,68.37," 6,340 "
826,Maricopa ,Computer and Information Systems Managers,67.40,39.72,51.48,65.16,78.51,96.77," 5,940 "
827,Maricopa ,Financial Managers,58.81,26.99,36.17,52.09,71.66,98.98," 9,150 "
828,Maricopa ,Industrial Production Managers,48.85,26.53,34.51,45.00,59.13,77.33," 2,120 "
829,Maricopa ,Purchasing Managers,50.23,28.42,35.26,46.44,62.43,77.75," 1,000 "
830,Maricopa ,"Transportation, Storage, and Distribution Managers",41.95,21.78,28.22,38.61,51.48,66.93," 2,090 "
831,Maricopa ,Compensation and Benefits Managers,52.81,30.85,36.05,49.55,62.43,79.85, 210 
832,Maricopa ,Human Resources Managers,49.84,28.77,35.12,43.71,58.59,77.98," 2,420 "
833,Maricopa ,Training and Development Managers,47.85,28.68,34.87,43.96,57.91,72.26, 800 
834,Maricopa ,Construction Managers,45.14,25.77,32.74,41.84,50.89,67.53," 5,440 "
835,Maricopa ,"Education Administrators, Preschool and Childcare Center/Program",19.36,13.22,15.03,17.56,21.93,29.15, 780 
836,Maricopa ,"Education Administrators, Elementary and Secondary School",*,*,*,*,*,*," 3,420 "
837,Maricopa ,"Education Administrators, Postsecondary",47.03,21.21,26.13,38.64,56.70,81.91," 2,130 "
838,Maricopa ,"Education Administrators, All Other",45.85,17.74,22.45,30.92,49.75,99.31, 340 
839,Maricopa ,Architectural and Engineering Managers,65.26,36.67,47.50,63.61,79.79,96.76," 2,490 "
840,Maricopa ,Food Service Managers,28.42,15.53,19.42,26.38,31.89,49.11," 3,970 "
841,Maricopa ,Funeral Service Managers,38.74,26.45,30.13,37.40,45.22,49.80, 60 
842,Maricopa ,Lodging Managers,31.98,13.18,15.11,25.72,44.27,54.52, 350 
843,Maricopa ,Medical and Health Services Managers,56.90,27.04,35.75,47.05,64.55,*," 5,530 "
844,Maricopa ,Natural Sciences Managers,47.52,24.69,34.34,43.74,56.28,70.33, 660 
845,Maricopa ,"Property, Real Estate, and Community Association Managers",34.80,14.51,20.85,28.24,40.78,66.25," 4,310 "
846,Maricopa ,Social and Community Service Managers,31.68,16.95,22.95,29.28,38.77,48.27," 1,410 "
847,Maricopa ,Emergency Management Directors,53.68,24.75,33.29,55.06,70.77,78.04, 120 
848,Maricopa ,"Managers, All Other",50.81,24.80,34.01,47.33,62.70,79.30," 5,280 "
849,Maricopa ,Business and Financial Operations Occupations,32.86,16.64,22.06,29.55,39.76,51.13," 119,180 "
850,Maricopa ,"Agents and Business Managers of Artists, Performers, and Athletes",26.59,11.30,15.25,17.78,24.24,46.66, 90 
851,Maricopa ,Buyers and Purchasing Agents,31.51,18.78,23.22,29.59,38.03,47.99," 5,060 "
852,Maricopa ,"Claims Adjusters, Examiners, and Investigators",32.64,17.44,21.87,27.99,37.05,48.58," 8,870 "
853,Maricopa ,"Insurance Appraisers, Auto Damage",28.96,19.81,23.64,28.18,34.48,39.68, 690 
854,Maricopa ,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",30.95,17.77,22.00,28.50,38.33,48.86," 5,090 "
855,Maricopa ,Cost Estimators,32.56,18.09,23.22,30.79,40.59,49.04," 3,420 "
856,Maricopa ,Human Resources Specialists,29.70,16.47,20.80,27.19,36.53,46.83," 8,370 "
857,Maricopa ,Labor Relations Specialists,36.02,16.16,29.68,37.63,44.73,48.79, 430 
858,Maricopa ,Logisticians,35.90,22.51,27.09,33.89,43.99,52.86," 2,080 "
859,Maricopa ,Management Analysts,41.71,21.55,26.99,35.94,48.70,61.59," 9,150 "
860,Maricopa ,"Meeting, Convention, and Event Planners",21.02,10.52,13.15,19.46,26.26,33.46," 1,270 "
861,Maricopa ,Fundraisers,24.44,11.61,17.60,24.34,29.22,37.43, 870 
862,Maricopa ,"Compensation, Benefits, and Job Analysis Specialists",29.71,17.99,21.98,27.79,36.08,44.18," 1,740 "
863,Maricopa ,Training and Development Specialists,29.28,17.69,21.65,27.25,35.15,45.22," 6,400 "
864,Maricopa ,Market Research Analysts and Marketing Specialists,30.56,14.21,19.68,28.13,39.04,48.92," 10,990 "
865,Maricopa ,"Business Operations Specialists, All Other",32.49,15.67,21.20,30.50,40.68,52.63," 11,780 "
866,Maricopa ,Accountants and Auditors,33.76,19.44,25.01,31.73,40.05,49.65," 15,750 "
867,Maricopa ,Appraisers and Assessors of Real Estate,24.43,10.51,17.39,25.20,29.50,34.55, 590 
868,Maricopa ,Budget Analysts,34.42,24.39,27.49,32.59,40.82,48.31, 700 
869,Maricopa ,Credit Analysts,30.62,19.87,22.12,26.77,36.18,48.11," 1,640 "
870,Maricopa ,Financial Analysts,37.28,22.60,27.78,35.70,45.03,53.78," 4,560 "
871,Maricopa ,Personal Financial Advisors,51.98,20.68,25.80,38.25,57.64,*," 2,910 "
872,Maricopa ,Insurance Underwriters,35.61,20.42,26.30,34.83,44.43,51.58," 1,490 "
873,Maricopa ,Financial Examiners,29.59,16.00,18.19,24.38,36.80,51.32," 1,360 "
874,Maricopa ,Credit Counselors,22.19,14.24,16.77,20.14,25.15,33.11," 2,080 "
875,Maricopa ,Loan Officers,29.82,11.21,16.64,25.91,38.87,53.42," 7,840 "
876,Maricopa ,"Tax Examiners and Collectors, and Revenue Agents",37.16,24.99,29.07,36.45,44.75,51.97, 250 
877,Maricopa ,Tax Preparers,18.71,10.51,13.13,16.85,19.53,28.63," 1,020 "
878,Maricopa ,"Financial Specialists, All Other",39.94,18.36,23.37,34.43,48.08,65.94," 2,690 "
879,Maricopa ,Computer and Mathematical Occupations,40.36,19.18,26.78,38.49,51.63,62.73," 74,940 "
880,Maricopa ,Computer and Information Research Scientists,62.05,42.58,49.75,60.18,71.02,78.62, 120 
881,Maricopa ,Computer Systems Analysts,43.28,26.76,33.28,42.80,52.35,61.23," 9,610 "
882,Maricopa ,Information Security Analysts,46.62,26.74,35.35,46.86,57.66,67.34," 2,000 "
883,Maricopa ,Computer Programmers,47.56,25.92,32.94,40.93,49.96,68.62," 2,510 "
884,Maricopa ,"Software Developers, Applications",48.05,27.70,35.99,48.45,59.47,70.64," 12,650 "
885,Maricopa ,"Software Developers, Systems Software",49.16,28.82,37.02,47.43,59.07,72.19," 7,650 "
886,Maricopa ,Web Developers,34.64,20.20,25.80,30.74,39.68,55.62," 1,990 "
887,Maricopa ,Database Administrators,44.03,24.64,32.34,44.55,55.44,63.22," 1,540 "
888,Maricopa ,Network and Computer Systems Administrators,42.47,24.29,30.41,39.55,51.50,61.79," 5,810 "
889,Maricopa ,Computer Network Architects,50.07,30.55,39.47,49.54,60.75,72.92," 2,210 "
890,Maricopa ,Computer User Support Specialists,25.27,14.24,17.43,22.81,30.45,41.57," 13,260 "
891,Maricopa ,Computer Network Support Specialists,29.41,16.48,19.90,25.86,35.81,46.96," 4,790 "
892,Maricopa ,"Computer Occupations, All Other",41.70,20.16,28.93,39.56,52.51,64.70," 6,600 "
893,Maricopa ,Actuaries,63.56,31.93,38.30,49.07,60.88,*, 160 
894,Maricopa ,Operations Research Analysts,36.54,18.16,22.56,34.60,46.38,59.02," 3,100 "
895,Maricopa ,Statisticians,38.25,23.41,30.33,38.04,45.96,51.51, 930 
896,Maricopa ,Architecture and Engineering Occupations,40.08,21.64,28.34,37.01,49.23,62.99," 37,630 "
897,Maricopa ,"Architects, Except Landscape and Naval",48.07,32.25,36.94,44.43,53.62,76.92, 960 
898,Maricopa ,Landscape Architects,33.41,23.58,27.07,31.00,38.90,47.90, 520 
899,Maricopa ,Cartographers and Photogrammetrists,33.62,22.58,26.63,31.39,41.11,47.34, 120 
900,Maricopa ,Surveyors,29.12,15.91,21.91,27.56,35.61,44.45, 690 
901,Maricopa ,Aerospace Engineers,51.30,32.14,39.90,50.53,61.89,75.42," 1,970 "
902,Maricopa ,Biomedical Engineers,49.26,32.02,37.83,46.62,59.00,73.40, * 
903,Maricopa ,Chemical Engineers,47.73,34.57,40.73,48.06,56.36,61.50, * 
904,Maricopa ,Civil Engineers,40.98,26.51,32.19,38.52,47.33,58.10," 3,370 "
905,Maricopa ,Computer Hardware Engineers,52.78,34.06,39.67,52.77,63.82,75.50," 1,150 "
906,Maricopa ,Electrical Engineers,49.73,28.97,36.64,48.78,61.42,74.94," 3,140 "
907,Maricopa ,"Electronics Engineers, Except Computer",44.81,28.68,33.33,38.87,50.59,69.96, * 
908,Maricopa ,Environmental Engineers,39.49,21.98,27.33,36.51,47.81,62.31, 650 
909,Maricopa ,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",38.48,26.01,29.60,35.91,46.63,57.81, 430 
910,Maricopa ,Industrial Engineers,44.54,23.83,32.57,43.47,56.20,67.89," 2,790 "
911,Maricopa ,Materials Engineers,42.53,26.40,32.45,39.84,52.79,62.03, 870 
912,Maricopa ,Mechanical Engineers,45.02,28.04,34.52,43.36,54.38,64.25," 2,810 "
913,Maricopa ,"Mining and Geological Engineers, Including Mining Safety Engineers",33.71,17.84,24.88,30.69,43.85,48.00, 190 
914,Maricopa ,Nuclear Engineers,68.19,57.75,63.70,68.91,74.43,77.75, * 
915,Maricopa ,"Engineers, All Other",45.23,25.70,32.96,43.71,54.59,71.33," 1,540 "
916,Maricopa ,Architectural and Civil Drafters,28.84,20.02,24.72,28.67,33.70,38.03," 1,600 "
917,Maricopa ,Electrical and Electronics Drafters,30.88,19.39,25.52,30.57,36.43,43.51, 540 
918,Maricopa ,Mechanical Drafters,31.28,19.93,23.33,29.02,37.72,47.53, 760 
919,Maricopa ,"Drafters, All Other",26.64,15.46,20.02,25.41,32.10,39.33, 260 
920,Maricopa ,Aerospace Engineering and Operations Technicians,34.37,20.62,23.64,31.81,42.25,56.66, * 
921,Maricopa ,Civil Engineering Technicians,27.51,16.58,20.46,27.03,33.90,40.02, 730 
922,Maricopa ,Electrical and Electronics Engineering Technicians,30.66,18.70,23.79,30.25,36.53,42.73," 2,360 "
923,Maricopa ,Electro-Mechanical Technicians,27.04,16.83,20.09,23.95,30.50,42.94, 310 
924,Maricopa ,Environmental Engineering Technicians,22.82,13.27,17.60,21.94,27.63,33.94, 190 
925,Maricopa ,Industrial Engineering Technicians,31.14,17.99,22.20,28.12,36.64,49.05," 2,020 "
926,Maricopa ,Mechanical Engineering Technicians,27.94,16.73,19.90,27.78,34.97,40.62, 670 
927,Maricopa ,"Engineering Technicians, Except Drafters, All Other",29.06,15.72,20.36,27.16,34.71,44.30," 1,590 "
928,Maricopa ,Surveying and Mapping Technicians,27.67,16.03,23.27,27.85,32.56,38.06, 570 
929,Maricopa ,"Life, Physical, and Social Science Occupations",32.00,15.98,20.90,28.30,38.73,52.46," 11,270 "
930,Maricopa ,Soil and Plant Scientists,38.17,23.22,31.63,35.10,38.56,65.25, * 
931,Maricopa ,Microbiologists,37.12,20.04,31.92,37.58,45.36,51.56, 60 
932,Maricopa ,Zoologists and Wildlife Biologists,26.50,17.69,20.96,26.02,30.97,36.52, 140 
933,Maricopa ,"Biological Scientists, All Other",42.11,18.92,28.69,37.28,44.92,78.12, 240 
934,Maricopa ,Conservation Scientists,33.86,21.56,27.59,33.64,38.15,47.33, 110 
935,Maricopa ,Epidemiologists,27.84,18.73,25.20,27.82,30.44,35.95, 100 
936,Maricopa ,"Medical Scientists, Except Epidemiologists",45.99,21.02,23.73,33.98,61.16,87.98," 1,060 "
937,Maricopa ,"Life Scientists, All Other",35.63,18.96,23.76,29.81,43.73,61.32, * 
938,Maricopa ,Physicists,74.17,44.29,50.49,62.91,80.47,*, 40 
939,Maricopa ,Atmospheric and Space Scientists,45.30,30.38,36.33,45.75,55.19,62.49, 50 
940,Maricopa ,Chemists,34.93,19.88,24.54,31.94,41.99,57.38, 370 
941,Maricopa ,"Environmental Scientists and Specialists, Including Health",35.24,19.71,22.60,29.41,44.33,64.48, 900 
942,Maricopa ,"Geoscientists, Except Hydrologists and Geographers",41.54,30.24,34.53,40.50,47.73,55.09, * 
943,Maricopa ,Hydrologists,35.17,23.52,27.26,33.32,42.64,51.97, 120 
944,Maricopa ,Economists,44.22,24.77,30.69,38.76,53.91,66.51, 110 
945,Maricopa ,Survey Researchers,24.26,12.81,14.32,18.59,34.84,42.94, 160 
946,Maricopa ,"Clinical, Counseling, and School Psychologists",32.60,17.24,24.67,30.85,39.57,48.16," 1,730 "
947,Maricopa ,"Psychologists, All Other",41.75,21.18,36.41,47.63,51.97,54.85, 100 
948,Maricopa ,Urban and Regional Planners,35.94,24.33,27.93,34.84,43.24,49.78, 410 
949,Maricopa ,Anthropologists and Archeologists,32.38,18.05,24.44,32.88,38.92,47.34, 230 
950,Maricopa ,"Social Scientists and Related Workers, All Other",39.81,27.63,33.42,39.50,46.19,51.97, 130 
951,Maricopa ,Agricultural and Food Science Technicians,20.53,11.72,13.54,16.33,18.71,24.96, 160 
952,Maricopa ,Biological Technicians,18.88,12.10,14.06,17.30,22.45,28.95, 520 
953,Maricopa ,Chemical Technicians,23.04,12.57,15.36,19.97,29.35,38.24, 600 
954,Maricopa ,Geological and Petroleum Technicians,22.49,13.54,17.11,22.06,27.15,30.88, 290 
955,Maricopa ,Social Science Research Assistants,28.81,18.69,22.23,27.27,34.04,40.55, * 
956,Maricopa ,"Environmental Science and Protection Technicians, Including Health",21.22,13.45,15.96,19.39,24.42,29.10, 480 
957,Maricopa ,Forensic Science Technicians,30.04,19.40,22.25,27.93,38.92,45.55, 490 
958,Maricopa ,"Life, Physical, and Social Science Technicians, All Other",25.13,15.15,17.54,21.87,29.76,39.99, 760 
959,Maricopa ,Community and Social Services Occupations,22.25,12.35,15.60,19.78,26.45,34.27," 27,180 "
960,Maricopa ,"Educational, Guidance, School, and Vocational Counselors",27.54,14.77,19.72,24.28,30.05,37.52," 5,520 "
961,Maricopa ,Marriage and Family Therapists,23.60,15.77,18.54,23.19,28.27,31.40, 790 
962,Maricopa ,Rehabilitation Counselors,15.45,10.93,11.58,15.02,17.99,21.69, * 
963,Maricopa ,"Substance abuse, behavioral disorder, and mental health counselors",20.78,13.35,16.12,20.21,24.43,29.59," 3,030 "
964,Maricopa ,"Counselors, All Other",24.65,15.53,17.54,21.73,29.97,38.27, 260 
965,Maricopa ,"Child, Family, and School Social Workers",19.21,13.20,15.80,18.21,22.02,26.06," 3,020 "
966,Maricopa ,Healthcare Social Workers,30.29,15.94,19.40,27.78,35.88,44.32," 1,760 "
967,Maricopa ,Mental Health and Substance Abuse Social Workers,19.34,13.29,15.78,17.80,21.67,28.92," 2,090 "
968,Maricopa ,"Social Workers, All Other",27.70,16.47,20.07,27.12,34.44,40.06, 760 
969,Maricopa ,Health Educators,26.35,15.65,18.25,22.73,33.84,44.60," 1,030 "
970,Maricopa ,Probation Officers and Correctional Treatment Specialists,28.17,19.90,24.07,28.13,33.01,37.00, * 
971,Maricopa ,Social and Human Service Assistants,15.68,10.81,12.18,14.59,18.02,22.26," 5,000 "
972,Maricopa ,Community Health Workers,20.63,13.42,15.88,18.37,23.62,33.31, 590 
973,Maricopa ,"Community and Social Service Specialists, All Other",19.12,12.30,15.78,18.61,22.49,25.97, 600 
974,Maricopa ,Clergy,25.57,12.07,19.93,26.15,31.21,37.63, * 
975,Maricopa ,"Directors, Religious Activities and Education",28.23,13.83,17.06,25.40,37.10,47.60, 90 
976,Maricopa ,"Religious Workers, All Other",17.11,10.51,11.36,16.53,21.18,26.22, 70 
977,Maricopa ,Legal Occupations,48.50,15.60,23.01,34.89,58.45,*," 15,490 "
978,Maricopa ,Lawyers,74.54,33.98,42.32,58.03,96.53,*," 7,210 "
979,Maricopa ,Judicial Law Clerks,17.39,12.65,13.73,16.03,19.91,25.95, 590 
980,Maricopa ,"Administrative Law Judges, Adjudicators, and Hearing Officers",42.71,17.59,26.65,44.74,55.49,67.51, 190 
981,Maricopa ,"Arbitrators, Mediators, and Conciliators",30.15,17.98,24.05,28.98,35.35,43.36, 120 
982,Maricopa ,"Judges, Magistrate Judges, and Magistrates",57.84,33.20,37.94,64.53,72.96,78.03, 350 
983,Maricopa ,Paralegals and Legal Assistants,23.76,12.02,17.06,23.14,29.22,36.17," 5,720 "
984,Maricopa ,Court Reporters,30.27,24.78,27.38,31.50,35.28,37.55, 50 
985,Maricopa ,"Title Examiners, Abstractors, and Searchers",26.06,16.31,20.30,25.85,30.20,37.80, 780 
986,Maricopa ,"Legal Support Workers, All Other",28.87,17.52,21.22,26.22,31.81,47.27, 480 
987,Maricopa ,"Education, Training, and Library Occupations",22.96,11.09,14.15,20.28,26.31,35.98," 91,130 "
988,Maricopa ,"Business Teachers, Postsecondary",*,*,*,*,*,*, 590 
989,Maricopa ,"Computer Science Teachers, Postsecondary",*,*,*,*,*,*, 240 
990,Maricopa ,"Mathematical Science Teachers, Postsecondary",*,*,*,*,*,*, 540 
991,Maricopa ,"Biological Science Teachers, Postsecondary",*,*,*,*,*,*, 430 
992,Maricopa ,"Psychology Teachers, Postsecondary",*,*,*,*,*,*, 350 
993,Maricopa ,"Health Specialties Teachers, Postsecondary",*,*,*,*,*,*," 2,240 "
994,Maricopa ,"Nursing Instructors and Teachers, Postsecondary",*,*,*,*,*,*, 470 
995,Maricopa ,"Education Teachers, Postsecondary",*,*,*,*,*,*, 670 
996,Maricopa ,"Art, Drama, and Music Teachers, Postsecondary",*,*,*,*,*,*, * 
997,Maricopa ,"English Language and Literature Teachers, Postsecondary",*,*,*,*,*,*, 400 
998,Maricopa ,"Foreign Language and Literature Teachers, Postsecondary",*,*,*,*,*,*, 230 
999,Maricopa ,"History Teachers, Postsecondary",*,*,*,*,*,*, 50 
1000,Maricopa ,"Recreation and Fitness Studies Teachers, Postsecondary",*,*,*,*,*,*, 280 
1001,Maricopa ,"Vocational Education Teachers, Postsecondary",26.80,15.08,18.70,23.78,32.86,41.73," 2,100 "
1002,Maricopa ,"Postsecondary Teachers, All Other",*,*,*,*,*,*," 1,190 "
1003,Maricopa ,"Preschool Teachers, Except Special Education",14.99,10.58,11.23,13.21,17.43,21.86," 4,740 "
1004,Maricopa ,"Kindergarten Teachers, Except Special Education",*,*,*,*,*,*," 2,040 "
1005,Maricopa ,"Elementary School Teachers, Except Special Education",*,*,*,*,*,*," 14,360 "
1006,Maricopa ,"Middle School Teachers, Except Special and Career/Technical Educa",*,*,*,*,*,*," 7,600 "
1007,Maricopa ,"Career/Technical Education Teachers, Middle School",*,*,*,*,*,*, 150 
1008,Maricopa ,"Secondary School Teachers, Except Special and Career/Technical Ed",*,*,*,*,*,*," 11,830 "
1009,Maricopa ,"Career/Technical Education Teachers, Secondary School",*,*,*,*,*,*, 410 
1010,Maricopa ,"Special Education Teachers, Preschool",*,*,*,*,*,*, 190 
1011,Maricopa ,"Special Education Teachers, Kindergarten and Elementary School",*,*,*,*,*,*," 1,820 "
1012,Maricopa ,"Special Education Teachers, Middle School",*,*,*,*,*,*," 1,080 "
1013,Maricopa ,"Special Education Teachers, Secondary School",*,*,*,*,*,*," 1,720 "
1014,Maricopa ,"Special Education Teachers, All Other",*,*,*,*,*,*, 260 
1015,Maricopa ,Adult Basic and Secondary Education and Literacy Teachers and Ins,23.04,15.66,19.96,22.61,26.26,30.82, * 
1016,Maricopa ,Self-Enrichment Education Teachers,21.31,10.91,13.17,18.70,27.43,34.53," 1,740 "
1017,Maricopa ,"Teachers and Instructors, All Other, Except Substitute Teachers",*,*,*,*,*,*," 4,330 "
1018,Maricopa ,Substitute Teachers,16.06,10.51,11.64,14.18,17.63,23.12," 1,850 "
1019,Maricopa ,Archivists,18.31,15.27,16.27,17.90,20.90,23.60, * 
1020,Maricopa ,Curators,29.39,20.20,23.86,29.53,35.48,38.50, 140 
1021,Maricopa ,Museum Technicians and Conservators,18.81,12.80,14.40,17.53,22.41,28.03, 90 
1022,Maricopa ,Librarians,24.17,12.92,17.24,23.72,30.09,36.53, 810 
1023,Maricopa ,Library Technicians,15.71,10.66,12.10,14.52,18.25,22.96, 720 
1024,Maricopa ,Audio-Visual and Multimedia Collections Specialists,19.14,11.38,13.01,15.84,25.69,30.28, 190 
1025,Maricopa ,Instructional Coordinators,25.63,15.23,19.45,25.30,30.36,37.44," 2,680 "
1026,Maricopa ,Teacher Assistants,*,*,*,*,*,*," 16,440 "
1027,Maricopa ,"Education, Training, and Library Workers, All Other",18.36,12.77,14.50,17.82,21.92,24.77," 1,000 "
1028,Maricopa ,"Arts, Design, Entertainment, Sports, and Media Occupations",26.93,11.06,14.25,21.98,31.68,47.04," 24,510 "
1029,Maricopa ,Art Directors,36.52,21.13,26.48,34.34,43.49,53.48, 470 
1030,Maricopa ,Craft Artists,21.46,13.73,15.86,18.73,27.16,31.41, 80 
1031,Maricopa ,"Fine Artists, Including Painters, Sculptors, and Illustrators",25.23,11.57,17.66,22.51,31.37,42.26, 90 
1032,Maricopa ,Multimedia Artists and Animators,31.38,21.05,24.81,31.54,36.55,40.24, 150 
1033,Maricopa ,Commercial and Industrial Designers,37.97,22.57,28.73,36.10,45.84,59.15, 350 
1034,Maricopa ,Fashion Designers,33.42,14.03,19.24,24.49,36.10,68.50, 40 
1035,Maricopa ,Floral Designers,13.54,11.09,11.98,13.46,14.77,16.50, 170 
1036,Maricopa ,Graphic Designers,26.78,14.39,17.91,22.94,30.16,39.94," 2,470 "
1037,Maricopa ,Interior Designers,33.81,11.77,18.22,26.30,48.64,68.59, 760 
1038,Maricopa ,Merchandise Displayers and Window Trimmers,14.09,10.84,11.58,13.04,14.80,18.86," 1,560 "
1039,Maricopa ,Set and Exhibit Designers,19.38,11.50,12.96,16.40,25.20,33.05, 140 
1040,Maricopa ,"Designers, All Other",14.42,10.50,10.50,10.51,10.51,28.21, * 
1041,Maricopa ,Actors,40.08,10.51,11.13,19.56,46.13,*, 580 
1042,Maricopa ,Producers and Directors,30.66,15.83,18.96,24.45,34.17,49.34, 970 
1043,Maricopa ,Athletes and Sports Competitors,*,*,*,*,*,*, 560 
1044,Maricopa ,Coaches and Scouts,*,*,*,*,*,*," 4,780 "
1045,Maricopa ,"Umpires, Referees, and Other Sports Officials",*,*,*,*,*,*, 190 
1046,Maricopa ,Music Directors and Composers,28.10,10.50,10.51,22.27,30.87,63.71, * 
1047,Maricopa ,Musicians and Singers,72.52,17.60,24.82,57.91,*,*, * 
1048,Maricopa ,"Entertainers and Performers, Sports and Related Workers, All Other",25.12,10.50,10.51,12.97,28.23,56.97, * 
1049,Maricopa ,Radio and Television Announcers,26.62,10.70,11.18,11.99,26.90,49.07, 320 
1050,Maricopa ,Public Address System and Other Announcers,16.51,10.50,10.68,13.04,17.31,33.33, 130 
1051,Maricopa ,Broadcast News Analysts,53.79,19.31,29.36,42.10,64.96,*, 140 
1052,Maricopa ,Reporters and Correspondents,33.40,12.18,17.24,26.87,40.57,56.60, 470 
1053,Maricopa ,Public Relations Specialists,31.39,17.62,22.07,27.79,36.49,51.28," 2,400 "
1054,Maricopa ,Editors,29.12,17.27,20.84,26.50,36.59,46.18, 720 
1055,Maricopa ,Technical Writers,33.89,21.27,26.61,34.37,39.95,46.99, 480 
1056,Maricopa ,Writers and Authors,26.02,10.50,10.51,25.13,33.43,43.82, 290 
1057,Maricopa ,Interpreters and Translators,22.28,11.97,15.32,19.11,27.60,40.12," 2,030 "
1058,Maricopa ,"Media and Communication Workers, All Other",28.99,14.97,17.93,23.73,37.53,55.57, 200 
1059,Maricopa ,Audio and Video Equipment Technicians,22.59,12.56,15.13,20.20,26.76,31.75," 1,190 "
1060,Maricopa ,Broadcast Technicians,18.33,10.51,11.15,14.22,22.14,34.98, 290 
1061,Maricopa ,Sound Engineering Technicians,20.68,11.02,13.15,16.88,29.43,36.13, 30 
1062,Maricopa ,Photographers,16.35,10.73,11.35,12.76,20.75,23.88, 780 
